size,rep,src,algo,time_sec,co2_kg,nodes,edges
500,10,329,networkx,0.003769974999158876,2.5905060980713955e-08,500,2487
500,11,12,classic,0.020105139999941457,4.1741709244200255e-08,500,2535
500,11,327,classic,0.016441505000329926,3.4135376389462336e-08,500,2535
500,11,329,classic,0.015182809000179986,3.152210821698258e-08,500,2535
500,11,273,classic,0.012402147000102559,2.5748978325125756e-08,500,2535
500,11,36,classic,0.012052037000103155,2.5022090085426624e-08,500,2535
500,11,12,minheap,0.009415980999619933,3.658803244656003e-08,500,2535
500,11,327,minheap,0.007730735000222921,3.003960851613131e-08,500,2535
500,11,329,minheap,0.006816836999860243,2.6488440593058218e-08,500,2535
500,11,273,minheap,0.006637790000240784,2.579271091478036e-08,500,2535
500,11,36,minheap,0.007396212000458036,2.8739739881093466e-08,500,2535
500,11,12,networkx,0.0053744990000268444,3.869625618651277e-08,500,2535
500,11,327,networkx,0.003977875998316449,2.8640606074773612e-08,500,2535
500,11,329,networkx,0.0038918800000828924,2.802143707341293e-08,500,2535
500,11,273,networkx,0.0034252629993716255,2.4661806529167747e-08,500,2535
500,11,36,networkx,0.0031806549995962996,2.2900635148443848e-08,500,2535
500,12,469,classic,0.021789440001157345,4.252451056962048e-08,500,2568
500,12,196,classic,0.018573621000541607,3.624848286654932e-08,500,2568
500,12,67,classic,0.01652270000158751,3.2245882905611925e-08,500,2568
500,12,398,classic,0.01258687299923622,2.456467967355111e-08,500,2568
